Country,index,Population,Density,Date to reach 1%,total_cases,total_tests,tests_per_case,extreme_poverty,human_development_index,hospital_beds_per_thousand,handwashing_facilities,continent,reproduction_rate,total_deaths,positive_rate,mortality_rate,Climate,Tourism,Date_FirstConfirmedCase,Latitude,Longtitude,Lockdown_Date,Lockdown_Type,GDP 2018,HF score 2017,literacy rate
Belize,10,398845,17,2020-12-08,8013.0,,,,0.708,1.3,90.083,North America,0.85,179.0,,0.022338699613128666,2.0,489000,2020-03-24,17.189877,-88.49765,2020-04-16,Full,8648.0888,6.95,82.7
Bosnia and Herzegovina,11,3277152,64,2020-11-11,66565.0,357527.0,2.7,0.2,0.768,3.5,97.164,Europe,0.98,1701.0,0.063,0.025553969803951027,4.0,1053000,2020-03-06,43.915886,17.679076,2020-03-11,Full,14623.67405,7.37,98.5
Brazil,12,212821986,25,2020-09-11,4282164.0,5900000.0,,3.4,0.759,2.2,,South America,0.95,130396.0,,0.030450958907692467,2.0,6621000,2020-02-27,-14.235004,-51.92528,2020-03-17,Partial,16096.40096,6.48,92.6
Bulgaria,13,6939018,64,2020-11-27,139955.0,950354.0,2.5,1.5,0.813,7.454,,Europe,0.69,3680.0,0.053,0.02629416598192276,3.0,9273000,2020-03-09,42.733883,25.48583,2020-03-13,Full,21960.36994,7.79,98.4
Canada,14,37799407,4,2021-01-25,757658.0,17086340.0,11.1,0.5,0.926,2.5,,North America,,19245.0,0.07,0.025400642506249523,,21134000,2020-01-27,56.130366,-106.346771,2020-03-16,Partial,48130.25597,8.65,
Chile,15,19144605,26,2020-08-15,383902.0,1988709.0,11.0,1.3,0.843,2.11,,South America,0.95,10395.0,0.043,0.02707722283291048,3.0,5723000,2020-03-04,-35.675147,-71.542969,2020-03-26,Full,25222.52778,8.15,97.3
Colombia,16,50976248,46,2020-10-26,1025052.0,4771721.0,3.3,4.5,0.747,1.71,65.386,South America,0.97,30348.0,0.147,0.02960630289975533,2.0,3904000,2020-03-07,4.570868,-74.297333,2020-03-25,Full,15012.93027,6.93,94.7
Costa Rica,17,5102158,100,2020-10-24,103088.0,,,1.3,0.794,1.13,83.841,North America,1.02,1282.0,,0.012435977029334161,2.0,3017000,2020-03-07,9.748917,-83.753428,2020-03-15,Full,17671.09535,7.7,97.8
Croatia,18,4100719,73,2020-11-15,84206.0,619532.0,2.8,0.7,0.831,5.54,,Europe,0.57,1049.0,0.084,0.012457544593021876,3.0,16645000,2020-02-26,45.1,15.2,2020-03-22,Partial,27579.78083,7.86,99.3
Cyprus,19,1208886,131,2021-01-04,24639.0,1078441.0,18.4,,0.869,3.4,,Europe,0.7,133.0,0.004,0.00539794634522505,3.0,3939000,2020-03-10,35.126413,33.429859,2020-03-25,Full,38513.28457,7.93,99.1
Denmark,20,5795780,137,2020-12-15,116636.0,8842958.0,30.3,0.2,0.929,2.5,,Europe,0.76,961.0,0.004,0.008239308618265372,3.0,12749000,2020-02-28,56.26392,9.501785,2020-03-11,Full,55671.16527,8.56,
Dominican Republic,21,10866667,225,2021-02-04,218948.0,1094196.0,4.8,1.6,0.736,1.6,55.182,North America,,2747.0,0.203,0.012546358039351809,2.0,6569000,2020-03-02,18.735693,-70.162651,2020-03-17,Full,17748.18532,,91.8
Estonia,22,1326693,31,2020-12-30,27256.0,633326.0,7.2,0.5,0.871,4.69,,Europe,0.99,226.0,0.099,0.0082917522747285,3.0,3234000,2020-02-28,58.595272,25.013607,2020-03-13,Full,35973.77646,8.46,99.8
France,23,65298930,119,2020-10-29,1329820.0,,6.3,,0.901,5.98,,Europe,0.76,36058.0,0.027,0.027114947887684048,4.0,89322000,2020-01-25,46.227638,2.213749,2020-03-16,Full,45342.39574,8.02,
Georgia,24,3987805,57,2020-11-16,82835.0,,,4.2,0.78,2.6,,Asia,0.66,733.0,,0.00884891652079435,3.0,4757000,2020-02-27,42.315407,43.356892,2020-03-22,Partial,12004.57383,7.74,99.8
Germany,25,83830972,240,2020-12-29,1692109.0,36012547.0,6.5,,0.936,8.0,,Europe,0.9,32267.0,0.085,0.01906910252235524,3.0,38881000,2020-01-28,51.165691,10.451526,2020-03-20,Full,53074.54012,8.53,
Hungary,26,9655983,107,2020-11-27,198440.0,1600973.0,2.8,0.5,0.838,7.02,,Europe,0.67,4364.0,0.075,0.021991533964926428,3.0,17552000,2020-03-05,47.162494,19.503304,2020-03-16,Full,31102.50275,7.65,99.1
Ireland,27,4947267,72,2021-01-03,101887.0,2451788.0,3.9,0.2,0.938,2.96,,Europe,0.83,2259.0,0.054,0.022171621502252496,3.0,10926000,2020-03-01,53.41291,-8.24389,2020-03-12,Full,83203.39468,8.52,
Israel,28,8678517,400,2020-09-17,176523.0,3146271.0,7.7,0.5,0.903,2.99,,Asia,0.54,1235.0,0.017,0.00699625544546603,3.0,4121000,2020-02-22,31.046051,34.851612,2020-03-12,Full,39919.16965,7.61,
Italy,29,60446035,206,2020-11-17,1238072.0,19239507.0,6.2,2.0,0.88,3.18,,Europe,0.78,46464.0,0.048,0.03752931978107897,3.0,61567200,2020-02-01,41.87194,12.56738,2020-03-11,Full,41830.42633,8.04,99.2
Jordan,30,10220604,115,2020-11-27,207601.0,2487561.0,5.2,0.1,0.735,1.4,,Asia,0.78,2570.0,0.039,0.012379516476317552,1.0,4150000,2020-03-04,30.585164,36.238414,2020-03-21,Full,9478.904588,6.84,97.9
Kuwait,31,4281320,240,2020-09-01,85811.0,621616.0,5.7,,0.803,2.0,,Asia,0.71,534.0,0.037,0.006222978406031861,1.0,8508000,2020-02-25,29.31166,47.481766,2020-03-16,Partial,72897.56235,6.19,96.2
Latvia,32,1882408,30,2020-12-29,37676.0,852649.0,8.4,0.7,0.847,5.57,,Europe,1.04,603.0,0.075,0.016004883745620556,3.0,1946000,2020-03-03,56.879635,24.603189,2020-03-13,Full,30304.8525,8.29,99.9
Lebanon,33,6819976,667,2020-12-06,137112.0,,,,0.757,2.9,,Asia,1.07,1099.0,,0.008015345119318514,1.0,1964000,2020-02-22,33.854721,35.862285,2020-03-16,Full,13081.10746,6.74,93.9
Liechtenstein,34,38147,238,2020-11-07,765.0,,,,0.916,2.397,,Europe,0.6,3.0,,0.00392156862745098,4.0,85300,2020-03-05,47.166,9.555373,,,,,
Lithuania,35,2715340,43,2020-11-27,56085.0,1243599.0,3.7,0.7,0.858,6.56,,Europe,0.86,549.0,0.084,0.009788713559775342,,2825000,2020-02-29,55.169438,23.881275,2020-03-16,Full,35461.3591,8.32,99.8
Luxembourg,36,627704,242,2020-10-23,12851.0,1011846.0,13.9,0.2,0.904,4.51,,Europe,0.78,141.0,0.016,0.010971908800871528,3.0,1018000,2020-03-01,49.815273,6.129583,2020-03-16,Full,113337.4205,8.56,
Maldives,37,542151,1802,2020-10-10,10859.0,168252.0,22.5,,0.717,,95.803,Asia,0.9,34.0,0.006,0.0031310433741596833,2.0,1484000,2020-03-09,3.202778,73.22068,2020-03-11,Full,15307.72194,,99.3
Malta,38,441750,1380,2020-11-22,8924.0,407232.0,17.0,0.2,0.878,4.485,,Europe,0.87,111.0,0.025,0.012438368444643657,3.0,2599000,2020-03-08,35.937496,14.375416,2020-03-12,Full,42581.09786,8.37,94.1
Moldova,39,4032294,123,2020-11-07,81675.0,,,0.2,0.7,5.8,86.979,Europe,0.78,1891.0,,0.02315273951637588,3.0,160000,2020-03-09,47.411631,28.369885,2020-03-11,Full,7271.641919,6.93,99.4
Monaco,40,39290,26337,2020-12-25,789.0,,,,,13.8,,Europe,1.11,3.0,,0.0038022813688212928,,347000,2020-03-01,43.750298,7.412841,2020-03-17,Full,,,
Montenegro,41,628080,47,2020-10-06,12584.0,,,1.0,0.814,3.861,,Europe,0.85,188.0,,0.014939605848696759,,2077000,2020-03-18,42.708678,19.37439,2020-03-24,Full,20689.98675,7.43,98.7
Netherlands,42,17141544,508,2020-10-30,347801.0,3583113.0,6.4,,0.931,3.32,,Europe,0.82,7408.0,0.103,0.02129953622905052,3.0,18780000,2020-02-28,52.132633,5.291266,2020-03-24,Full,56328.94114,8.5,
North Macedonia,43,2083359,83,2020-11-11,42540.0,283085.0,2.5,5.0,0.757,4.28,,Europe,0.77,1212.0,0.14,0.028490832157968972,,707000,2020-02-27,41.6086,21.7453,2020-03-18,Full,16358.66205,7.34,
Oman,44,5128058,16,2020-10-06,102648.0,,,,0.821,1.6,97.4,Asia,1.08,990.0,,0.009644610708440495,1.0,2301000,2020-02-25,21.512583,55.923255,2020-03-29,Partial,41859.93448,5.98,94.8
Panama,45,4326296,58,2020-08-23,86900.0,301561.0,3.6,2.2,0.789,2.3,,North America,0.85,1892.0,0.099,0.021772151898734177,2.0,1785000,2020-03-11,8.537981,-80.782127,2020-03-25,Full,25553.69671,7.69,95
Peru,46,33050211,26,2020-09-04,670145.0,698622.0,4.5,3.5,0.75,1.6,,South America,0.93,29405.0,0.042,0.04387856359444598,1.0,4419000,2020-03-07,-9.189967,-75.015152,2020-03-10,Full,14418.07067,7.55,94.5
Poland,47,37839255,124,2020-11-18,772823.0,5535846.0,2.0,,0.865,6.62,,Europe,0.75,11451.0,0.069,0.01481710559856526,3.0,19622000,2020-03-05,51.919438,19.145136,2020-03-12,Full,31336.6035,7.78,99.8
Portugal,48,10191409,111,2020-11-13,204664.0,3978237.0,4.9,0.5,0.847,3.39,,Europe,0.86,3250.0,0.086,0.015879685728804285,3.0,16186000,2020-03-03,39.399872,-8.224454,2020-03-18,Full,33415.4379,8.27,95.4
Qatar,49,2889284,248,2020-06-01,58433.0,225919.0,2.6,,0.856,1.2,,Asia,0.68,40.0,0.029,0.0006845446922115928,1.0,1819300,2020-03-01,25.354826,51.183884,2020-03-11,Full,126898.4259,6.15,97.8
Romania,50,19214608,84,2020-11-19,393851.0,3808279.0,3.6,5.7,0.811,6.892,,Europe,0.82,9596.0,0.115,0.024364543951900592,3.0,11720000,2020-02-27,45.943161,24.96676,2020-03-25,Full,28206.35705,8.11,98.8
Russia,51,145945524,9,2020-12-24,2934695.0,88094380.0,10.3,0.1,0.816,8.05,,Europe,0.92,52434.0,0.047,0.017866933361047742,4.0,24551000,2020-02-01,61.52401,105.318756,2020-03-27,Full,,6.34,99.7
San Marino,52,33944,566,2020-06-05,680.0,,,,,3.8,,Europe,0.11,42.0,,0.061764705882352944,3.0,84000,2020-02-28,43.94236,12.457777,2020-03-09,Full,63037.12578,,
Serbia,53,8731081,100,2020-11-30,175438.0,1777582.0,2.7,,0.787,5.609,97.719,Europe,0.74,1604.0,0.159,0.009142831085625691,,1711000,2020-03-07,44.016521,21.005859,2020-03-15,Full,17434.91613,7.3,98.1
Slovakia,54,5460109,114,2020-12-02,109226.0,1104025.0,2.9,0.7,0.855,5.82,,Europe,0.95,898.0,0.133,0.008221485726841594,3.0,14000,2020-03-07,48.669026,19.699024,2020-03-09,Full,,,99.6
Slovenia,55,2078989,103,2020-11-06,42658.0,400153.0,3.5,,0.896,4.5,,Europe,0.94,497.0,0.063,0.011650804069576633,3.0,4425000,2020-03-06,46.151241,14.995463,2020-03-11,Full,38048.78466,7.97,99.7
South Africa,56,59436725,49,2021-01-08,1192570.0,7043680.0,3.2,18.9,0.699,2.32,43.993,Africa,0.78,32425.0,0.103,0.027189179670795007,1.0,10472000,2020-03-06,-30.559482,22.937506,2020-03-26,Full,13686.88236,7.08,94.3
Spain,57,46757980,94,2020-10-16,936560.0,12699006.0,6.4,1.0,0.891,2.97,,Europe,0.94,33775.0,0.054,0.03606282565986162,3.0,82773000,2020-02-02,40.463667,-3.74922,2020-03-14,Full,39715.43906,8.12,98.1
Palestine,58,5121112,847,2020-12-09,102992.0,,3.2,1.0,0.686,,,Asia,0.66,890.0,0.117,0.008641447879446948,3.0,606000,2020-03-06,31.9466,35.3027,2020-04-09,Full,,,
Sweden,59,10110233,25,2020-11-20,208295.0,,4.0,0.5,0.933,2.22,,Europe,1.25,6406.0,0.099,0.030754458820422957,3.0,7440000,2020-02-01,60.128161,18.643501,,,53208.88436,8.5,
Switzerland,60,8665615,219,2020-11-02,176177.0,2062259.0,3.7,,0.944,4.53,,Europe,0.89,2404.0,0.082,0.013645368010580269,3.0,10362000,2020-02-26,46.818188,8.227512,2020-03-18,Full,68060.94105,8.82,
Turkey,61,84495243,110,2020-12-10,1748567.0,20500579.0,6.8,0.2,0.791,2.81,,Asia,0.27,15751.0,0.038,0.009007947650847808,3.0,45768000,2020-03-12,38.963745,35.243322,2020-03-23,Full,28068.85941,6.21,95
Ukraine,62,43686577,75,2020-12-10,881727.0,4917780.0,2.0,0.1,0.751,8.8,,Europe,0.82,14981.0,0.19,0.016990519741371196,3.0,14104000,2020-03-04,48.379433,31.16558,2020-03-17,Full,9249.462135,6.26,99.8
United Arab Emirates,63,9910892,118,2020-12-24,198435.0,19885765.0,42.1,,0.863,1.2,,Asia,1.04,647.0,0.008,0.0032605135182805453,1.0,21286000,2020-01-30,23.424076,53.847818,2020-03-24,Full,75075.25741,6.13,93.8
United Kingdom,64,67948282,281,2020-11-15,1372884.0,36260720.0,7.8,0.2,0.922,2.54,,Europe,0.66,52026.0,0.032,0.037895408497731785,3.0,36316000,2020-02-01,55.378051,-3.435973,2020-03-23,Full,45973.5735,8.47,
United States,65,331341050,36,2020-09-16,6633389.0,103765116.0,6.5,1.2,0.924,2.77,,North America,0.87,197110.0,0.05,0.0297148260112591,3.0,79745920,2020-03-10,37.09024,-95.712891,2020-03-23,Partial,62794.58565,8.46,
