Country,index,Population,Density,Date to reach 1%,total_cases,total_tests,tests_per_case,extreme_poverty,human_development_index,hospital_beds_per_thousand,handwashing_facilities,continent,reproduction_rate,total_deaths,positive_rate,mortality_rate,Climate,Tourism,Date_FirstConfirmedCase,Latitude,Longtitude,Lockdown_Date,Lockdown_Type,GDP 2018,HF score 2017,literacy rate
French Polynesia,23,281191,77,2022-02-14,56658.0,,,,,,,Oceania,,637.0,,0.01124289597232518,2.0,,,,,,,,,
Georgia,24,3987805,57,2021-11-18,800293.0,9391962.0,1.1,4.2,0.812,2.6,,Asia,-0.09,11289.0,0.0552,0.014106083646864337,3.0,4757000.0,2020-02-27,42.315407,43.356892,2020-03-22,Partial,12004.57383,7.74,99.8
Germany,25,83830972,240,2022-03-12,16994744.0,115529840.0,1.8,,0.947,8.0,,Europe,0.69,125521.0,0.284,0.00738587177306113,3.0,38881000.0,2020-01-28,51.165691,10.451526,2020-03-20,Full,53074.54012,8.53,
Gibraltar,26,33689,3369,2021-11-18,6780.0,516965.0,6.8,,,,,Europe,,98.0,0.0574,0.014454277286135693,3.0,,,,,,,,,
Greece,27,10413936,81,2022-02-08,2090383.0,60194779.0,11.0,1.5,0.888,4.21,,Europe,0.7,24322.0,0.0337,0.011635188384138217,3.0,30123000.0,2020-02-27,39.074208,21.824312,2020-03-18,Full,29592.15242,7.33,97.7
Greenland,28,56787,0,2022-02-11,11409.0,,,,,,,North America,,7.0,,0.0006135507055833114,1.0,,,,,,,,,
Iceland,29,341628,3,2022-02-01,69177.0,1042873.0,,0.2,0.949,2.91,,Europe,0.43,46.0,,0.0006649608974080981,3.0,2343800.0,2020-02-29,64.963051,-19.020835,2020-03-16,Full,57303.06078,8.41,
Ireland,30,4947267,72,2022-01-11,1021303.0,10492825.0,2.0,0.2,0.955,2.96,,Europe,0.59,5952.0,0.11,0.005827849325812222,3.0,10926000.0,2020-03-01,53.41291,-8.24389,2020-03-12,Full,83203.39468,8.52,
Isle of Man,31,85112,149,2022-01-05,17416.0,,,,,,,Europe,,67.0,,0.0038470372071658246,3.0,,,,,,,,,
Israel,32,8678517,400,2022-01-15,1773629.0,38156488.0,3.0,0.5,0.919,2.99,,Asia,0.54,8304.0,0.04,0.004681926152538101,3.0,4121000.0,2020-02-22,31.046051,34.851612,2020-03-12,Full,39919.16965,7.61,
Italy,33,60446035,206,2022-02-13,12105675.0,180698558.0,4.9,2.0,0.892,3.18,,Europe,0.7,151015.0,0.0936,0.012474727761979403,3.0,61567200.0,2020-02-01,41.87194,12.56738,2020-03-11,Full,41830.42633,8.04,99.2
Latvia,34,1882408,30,2022-01-29,382129.0,6023893.0,2.1,0.7,0.866,5.57,,Europe,0.57,4862.0,0.0635,0.01272345202798008,3.0,1946000.0,2020-03-03,56.879635,24.603189,2020-03-13,Full,30304.8525,8.29,99.9
Liechtenstein,35,38147,238,2022-01-20,7671.0,,,,0.919,2.397,,Europe,0.64,73.0,,0.009516360318081084,4.0,85300.0,2020-03-05,47.166,9.555373,,,,,
Lithuania,36,2715340,43,2022-01-08,546314.0,7037635.0,2.0,0.7,0.882,6.56,,Europe,0.4,7534.0,0.086,0.013790603938394404,,2825000.0,2020-02-29,55.169438,23.881275,2020-03-16,Full,35461.3591,8.32,99.8
Luxembourg,37,627704,242,2022-01-17,127765.0,3902675.0,2.5,0.2,0.916,4.51,,Europe,0.71,938.0,0.177,0.0073416037255899505,3.0,1018000.0,2020-03-01,49.815273,6.129583,2020-03-16,Full,113337.4205,8.56,
Maldives,38,542151,1802,2022-01-19,108732.0,1968598.0,2.7,,0.74,,95.803,Asia,0.25,265.0,0.0,0.0024371850053342163,2.0,1484000.0,2020-03-09,3.202778,73.22068,2020-03-11,Full,15307.72194,,99.3
Malta,39,441750,1380,2022-04-16,88558.0,1855198.0,4.3,0.2,0.895,4.485,,Europe,0.64,673.0,0.0595,0.0075995392849883695,3.0,2599000.0,2020-03-08,35.937496,14.375416,2020-03-12,Full,42581.09786,8.37,94.1
Monaco,40,39290,26337,2022-01-28,8183.0,,,,,13.8,,Europe,0.65,46.0,,0.005621410240743004,,347000.0,2020-03-01,43.750298,7.412841,2020-03-17,Full,,,
Mongolia,41,3287242,2,2021-11-24,659097.0,4390069.0,2.4,0.5,0.737,7.0,71.18,Asia,0.01,1976.0,0.0,0.0029980412594807744,1.0,529000.0,2020-03-11,46.862496,103.846656,2020-03-10,Full,13799.90485,7.61,98.4
Montenegro,42,628080,47,2021-09-18,125728.0,,,1.0,0.829,3.861,,Europe,0.56,1839.0,,0.014626813438533979,,2077000.0,2020-03-18,42.708678,19.37439,2020-03-24,Full,20689.98675,7.43,98.7
Montserrat,43,4993,50,2022-06-03,1003.0,,,,,,,North America,,8.0,,0.007976071784646061,2.0,,,,,,,,,
Netherlands,44,17141544,508,2022-01-11,3439012.0,22971615.0,1.4,,0.944,3.32,,Europe,0.36,21181.0,0.338,0.0061590363744005545,3.0,18780000.0,2020-02-28,52.132633,5.291266,2020-03-24,Full,56328.94114,8.5,
New Caledonia,45,285972,16,2022-03-07,58091.0,,,,,,,Oceania,,302.0,,0.005198739908075262,2.0,,,,,,,,,
New Zealand,46,4829021,18,2022-05-04,969959.0,7095449.0,,,0.931,2.61,,Oceania,0.93,774.0,,0.0007979718730379325,3.0,3686000.0,2020-02-29,-40.900557,174.885971,2020-03-25,Full,41005.42087,8.88,
Norway,47,5428594,15,2022-02-16,1086614.0,10565278.0,1.3,0.2,0.957,3.6,,Europe,0.54,1548.0,0.103,0.0014246089227637412,3.0,5688000.0,2020-02-27,60.472024,8.468946,2020-03-12,Full,65510.58527,8.44,
Palau,48,18109,39,2022-02-22,3627.0,44992.0,6.5,,0.826,4.8,,Oceania,0.55,6.0,0.0125,0.0016542597187758478,2.0,,,,,,,18510.21566,,99.5
Panama,49,4326296,58,2022-06-02,865500.0,6266527.0,3.7,2.2,0.815,2.3,,North America,0.85,8262.0,0.181,0.009545927209705372,2.0,1785000.0,2020-03-11,8.537981,-80.782127,2020-03-25,Full,25553.69671,7.69,95
Portugal,50,10191409,111,2022-01-20,2059595.0,31649695.0,1.9,0.5,0.864,3.39,,Europe,0.61,19447.0,0.1423,0.009442147606689665,3.0,16186000.0,2020-03-03,39.399872,-8.224454,2020-03-18,Full,33415.4379,8.27,95.4
San Marino,51,33944,566,2021-12-15,6807.0,,,,,3.8,,Europe,0.48,94.0,,0.013809313941530777,3.0,84000.0,2020-02-28,43.94236,12.457777,2020-03-09,Full,63037.12578,,
Serbia,52,8731081,100,2022-02-05,1757741.0,8302346.0,2.1,,0.806,5.609,97.719,Europe,0.58,13928.0,0.0359,0.007923806749686103,,1711000.0,2020-03-07,44.016521,21.005859,2020-03-15,Full,17434.91613,7.3,98.1
Seychelles,53,98453,214,2021-08-25,19770.0,,,1.1,0.796,3.6,,Africa,0.86,98.0,,0.004957005563985837,2.0,362000.0,2020-03-15,-4.679574,55.491977,2020-04-09,Full,30557.07572,7.16,95.2
Singapore,54,5858322,8358,2022-04-21,1174390.0,,6.0,,0.938,2.4,,Asia,0.81,1322.0,0.0533,0.0011256907841517723,2.0,14673000.0,2020-01-24,1.352083,103.819836,2020-03-26,Partial,101531.6302,8.11,96.8
Slovakia,55,5460109,114,2021-11-23,1092704.0,44435558.0,2.9,0.7,0.86,5.82,,Europe,0.56,13985.0,0.055,0.01279852549272264,3.0,14000.0,2020-03-07,48.669026,19.699024,2020-03-09,Full,,,99.6
Slovenia,56,2078989,103,2021-11-27,415898.0,1927863.0,1.3,,0.917,4.5,,Europe,0.5,5165.0,0.05,0.012418910405916835,3.0,4425000.0,2020-03-06,46.151241,14.995463,2020-03-11,Full,38048.78466,7.97,99.7
South Korea,57,51276977,527,2022-03-22,10427247.0,82765207.0,1.5,0.2,0.916,12.27,,Asia,0.52,13432.0,0.0656,0.0012881635967767907,,,,,,,,,,
Spain,58,46757980,94,2022-01-25,9395767.0,81104506.0,2.9,1.0,0.904,2.97,,Europe,0.7,92376.0,0.164,0.009831661427960058,3.0,82773000.0,2020-02-02,40.463667,-3.74922,2020-03-14,Full,39715.43906,8.12,98.1
Sweden,59,10110233,25,2022-01-28,2070456.0,17206706.0,1.3,0.5,0.945,2.22,,Europe,0.43,15855.0,0.0,0.007657733368881058,3.0,7440000.0,2020-02-01,60.128161,18.643501,,,53208.88436,8.5,
Switzerland,60,8665615,219,2022-01-17,1734346.0,15704354.0,1.9,,0.955,4.53,,Europe,0.53,12515.0,0.136,0.007215976512183844,3.0,10362000.0,2020-02-26,46.818188,8.227512,2020-03-18,Full,68060.94105,8.82,
United Kingdom,61,67948282,281,2022-01-04,13670848.0,399769743.0,8.4,0.2,0.932,2.54,,Europe,0.7,149055.0,0.032,0.010903127589451656,3.0,36316000.0,2020-02-01,55.378051,-3.435973,2020-03-23,Full,45973.5735,8.47,
United States,62,331341050,36,2022-01-17,66741953.0,766120810.0,3.7,1.2,0.926,2.77,,North America,0.52,854523.0,0.021,0.012803386199981292,3.0,79745920.0,2020-03-10,37.09024,-95.712891,2020-03-23,Partial,62794.58565,8.46,
Uruguay,63,3475842,20,2022-02-03,700511.0,5298718.0,2.6,0.1,0.817,2.8,,South America,0.2,6579.0,0.0836,0.009391715476273748,3.0,3469000.0,2020-03-15,-32.522779,-55.765835,2020-03-16,Full,23572.17746,7.74,98.4
