Country,index,Population,Density,Date to reach 1%,total_cases,total_tests,tests_per_case,extreme_poverty,human_development_index,hospital_beds_per_thousand,handwashing_facilities,continent,reproduction_rate,total_deaths,positive_rate,mortality_rate,Climate,Tourism,Date_FirstConfirmedCase,Latitude,Longtitude,Lockdown_Date,Lockdown_Type,GDP 2018,HF score 2017,literacy rate
Bulgaria,14,6939018,64,2022-02-14,1042954.0,8925539.0,4.8,1.5,0.816,7.454,,Europe,0.64,34591.0,0.0364,0.033166371671233826,3.0,9273000.0,2020-03-09,42.733883,25.48583,2020-03-13,Full,21960.36994,7.79,98.4
Cayman Islands,15,65854,274,2022-01-07,10186.0,1897.0,2.9,,,,,North America,,12.0,0.0,0.0011780875711761242,2.0,,,,,,,72607.57077,,
Chile,16,19144605,26,2022-02-21,2876455.0,32112548.0,3.2,1.3,0.851,2.11,,South America,0.61,41491.0,0.0483,0.01442435219740966,3.0,5723000.0,2020-03-04,-35.675147,-71.542969,2020-03-26,Full,25222.52778,8.15,97.3
Cook Islands,17,17567,73,2022-04-05,2715.0,,,,,,,Oceania,,1.0,,0.00036832412523020257,2.0,,,,,,,,,
Costa Rica,18,5102158,100,2022-02-14,766520.0,2774653.0,2.6,1.3,0.81,1.13,83.841,North America,0.01,7806.0,0.053,0.01018368731409487,2.0,3017000.0,2020-03-07,9.748917,-83.753428,2020-03-15,Full,17671.09535,7.7,97.8
Croatia,19,4100719,73,2021-12-02,619255.0,3489551.0,1.9,0.7,0.851,5.54,,Europe,0.58,11043.0,0.1055,0.017832718347046046,3.0,16645000.0,2020-02-26,45.1,15.2,2020-03-22,Partial,27579.78083,7.86,99.3
Cyprus,20,1208886,131,2022-01-04,183178.0,19819790.0,17.7,,0.887,3.4,,Europe,0.47,646.0,0.017,0.0035266243762897293,3.0,3939000.0,2020-03-10,35.126413,33.429859,2020-03-25,Full,38513.28457,7.93,99.1
Denmark,21,5795780,137,2022-01-05,893393.0,54402426.0,2.9,0.2,0.94,2.5,,Europe,0.63,3322.0,0.0527,0.0037184083600386394,3.0,12749000.0,2020-02-28,56.26392,9.501785,2020-03-11,Full,55671.16527,8.56,
Dominica,22,72017,96,2022-02-22,10953.0,183922.0,2.6,,0.742,3.8,,North America,0.44,57.0,0.0,0.005204053683922213,2.0,63000.0,2020-03-23,15.414999,-61.370976,2020-03-19,Partial,11129.86119,,
Estonia,23,1326693,31,2021-11-03,199251.0,2181464.0,1.6,0.5,0.892,4.69,,Europe,0.39,1563.0,0.0143,0.007844377192586235,3.0,3234000.0,2020-02-28,58.595272,25.013607,2020-03-13,Full,35973.77646,8.46,99.8
Falkland Islands,24,3497,0,2022-05-12,1126.0,,,,,,,South America,,,,,,,,,,,,,,
Finland,25,5542237,18,2022-03-24,834038.0,10359366.0,2.0,,0.938,3.28,,Europe,0.51,2951.0,0.273,0.003538208091238049,3.0,3224000.0,2020-01-30,61.92411,25.748151,2020-03-27,Full,48416.93603,8.53,
France,26,65298930,119,2021-12-31,10018021.0,196119209.0,3.2,,0.901,5.98,,Europe,0.64,123805.0,0.132,0.012358229235095435,4.0,89322000.0,2020-01-25,46.227638,2.213749,2020-03-16,Full,45342.39574,8.02,
French Polynesia,27,281191,77,2021-10-06,45181.0,,,,,,,Oceania,,625.0,,0.013833248489409264,2.0,,,,,,,,,
Georgia,28,3987805,57,2021-09-21,598396.0,7090594.0,1.1,4.2,0.812,2.6,,Asia,-0.09,8621.0,0.0492,0.014406847639355878,3.0,4757000.0,2020-02-27,42.315407,43.356892,2020-03-22,Partial,12004.57383,7.74,99.8
Germany,29,83830972,240,2022-02-15,12580343.0,109364166.0,1.8,,0.947,8.0,,Europe,0.69,120220.0,0.284,0.009556178237747572,3.0,38881000.0,2020-01-28,51.165691,10.451526,2020-03-20,Full,53074.54012,8.53,
Gibraltar,30,33689,3369,2021-08-04,5056.0,516965.0,6.8,,,,,Europe,,95.0,0.0574,0.018789556962025316,3.0,,,,,,,,,
Greece,31,10413936,81,2022-01-11,1568215.0,51100048.0,11.0,1.5,0.888,4.21,,Europe,0.7,21559.0,0.0337,0.01374747722729345,3.0,30123000.0,2020-02-27,39.074208,21.824312,2020-03-18,Full,29592.15242,7.33,97.7
Greenland,32,56787,0,2022-01-18,8790.0,,,,,,,North America,,3.0,,0.00034129692832764505,1.0,,,,,,,,,
Grenada,33,112614,331,2022-05-18,16918.0,161503.0,4.5,,0.779,3.7,,North America,0.6,222.0,0.0985,0.013122118453717933,2.0,185000.0,2020-03-23,12.262776,-61.604171,2020-03-25,Full,15557.54504,,
Hong Kong,34,7507523,7140,2022-03-27,1128507.0,45175438.0,4.3,,0.949,,,Asia,,7252.0,0.0038,0.006426189647029216,2.0,,,,,,,,8.81,
Hungary,35,9655983,107,2022-01-25,1451102.0,9361944.0,2.4,0.5,0.854,7.02,,Europe,0.38,41018.0,0.0,0.028266793099313486,3.0,17552000.0,2020-03-05,47.162494,19.503304,2020-03-16,Full,31102.50275,7.65,99.1
Iceland,36,341628,3,2022-01-19,51535.0,967013.0,,0.2,0.949,2.91,,Europe,0.43,44.0,,0.0008537886872998933,3.0,2343800.0,2020-02-29,64.963051,-19.020835,2020-03-16,Full,57303.06078,8.41,
Ireland,37,4947267,72,2021-12-29,747895.0,9934321.0,2.0,0.2,0.955,2.96,,Europe,0.59,5912.0,0.11,0.007904852953957441,3.0,10926000.0,2020-03-01,53.41291,-8.24389,2020-03-12,Full,83203.39468,8.52,
Isle of Man,38,85112,149,2021-12-15,12812.0,,,,,,,Europe,,67.0,,0.00522947236965345,3.0,,,,,,,,,
Israel,39,8678517,400,2021-10-08,1302777.0,26744523.0,3.0,0.5,0.919,2.99,,Asia,0.54,7885.0,0.006,0.006052455638992706,3.0,4121000.0,2020-02-22,31.046051,34.851612,2020-03-12,Full,39919.16965,7.61,
Italy,40,60446035,206,2022-01-19,9219391.0,159001733.0,4.9,2.0,0.892,3.18,,Europe,0.68,142205.0,0.0936,0.015424554615375353,3.0,61567200.0,2020-02-01,41.87194,12.56738,2020-03-11,Full,41830.42633,8.04,99.2
Jordan,41,10220604,115,2022-02-17,1541379.0,15967864.0,1.7,0.1,0.729,1.4,,Asia,0.03,13608.0,0.0,0.008828458153380837,1.0,4150000.0,2020-03-04,30.585164,36.238414,2020-03-21,Full,9478.904588,6.84,97.9
Kuwait,42,4281320,240,2022-06-27,643004.0,,,,0.806,2.0,,Asia,1.28,2555.0,,0.003973536712057779,1.0,8508000.0,2020-02-25,29.31166,47.481766,2020-03-16,Partial,72897.56235,6.19,96.2
Latvia,43,1882408,30,2022-01-06,283149.0,5602621.0,2.1,0.7,0.866,5.57,,Europe,0.57,4625.0,0.0635,0.01633415622163596,3.0,1946000.0,2020-03-03,56.879635,24.603189,2020-03-13,Full,30304.8525,8.29,99.9
Lebanon,44,6819976,667,2022-02-15,1023935.0,,,,0.744,2.9,,Asia,0.56,9872.0,,0.009641236992582536,1.0,1964000.0,2020-02-22,33.854721,35.862285,2020-03-16,Full,13081.10746,6.74,93.9
Liechtenstein,45,38147,238,2021-12-21,5824.0,86576.0,2.9,,0.919,2.397,,Europe,0.64,68.0,0.196,0.011675824175824176,4.0,85300.0,2020-03-05,47.166,9.555373,,,,,
Lithuania,46,2715340,43,2021-10-30,408021.0,5854254.0,2.0,0.7,0.882,6.56,,Europe,0.4,5846.0,0.086,0.01432769391771502,,2825000.0,2020-02-29,55.169438,23.881275,2020-03-16,Full,35461.3591,8.32,99.8
Luxembourg,47,627704,242,2021-12-13,94300.0,3748800.0,2.5,0.2,0.916,4.51,,Europe,0.71,895.0,0.085,0.009490986214209967,3.0,1018000.0,2020-03-01,49.815273,6.129583,2020-03-16,Full,113337.4205,8.56,
Maldives,48,542151,1802,2021-09-02,81474.0,1382851.0,2.7,,0.74,,95.803,Asia,0.25,226.0,0.0,0.002773891057269804,2.0,1484000.0,2020-03-09,3.202778,73.22068,2020-03-11,Full,15307.72194,,99.3
Malta,49,441750,1380,2022-01-25,66394.0,1669307.0,4.0,0.2,0.895,4.485,,Europe,0.64,536.0,0.0468,0.008073018646263216,3.0,2599000.0,2020-03-08,35.937496,14.375416,2020-03-12,Full,42581.09786,8.37,94.1
Mauritius,50,1272140,626,2022-03-18,192558.0,1282514.0,3.4,0.5,0.804,3.4,,Africa,0.22,934.0,0.0,0.004850486606632807,2.0,1399000.0,2020-03-19,-20.348404,57.552152,2020-03-17,Partial,23750.98804,7.52,90.6
Monaco,51,39290,26337,2022-01-10,6087.0,,,,,13.8,,Europe,0.65,42.0,,0.006899950714637753,,347000.0,2020-03-01,43.750298,7.412841,2020-03-17,Full,,,
Mongolia,52,3287242,2,2021-10-17,495210.0,4133659.0,1.0,0.5,0.737,7.0,71.18,Asia,0.01,1556.0,0.0,0.0031421013307485713,1.0,529000.0,2020-03-11,46.862496,103.846656,2020-03-10,Full,13799.90485,7.61,98.4
Montenegro,53,628080,47,2021-04-11,94269.0,,,1.0,0.829,3.861,,Europe,0.56,1373.0,,0.014564703136768185,,2077000.0,2020-03-18,42.708678,19.37439,2020-03-24,Full,20689.98675,7.43,98.7
Montserrat,54,4993,50,2022-05-15,794.0,,,,,,,North America,,3.0,,0.003778337531486146,2.0,,,,,,,,,
Netherlands,55,17141544,508,2021-11-26,2582019.0,19853377.0,1.4,,0.944,3.32,,Europe,0.36,19292.0,0.202,0.007471672361822279,3.0,18780000.0,2020-02-28,52.132633,5.291266,2020-03-24,Full,56328.94114,8.5,
New Caledonia,56,285972,16,2022-02-18,43885.0,,,,,,,Oceania,,287.0,,0.006539819984049219,2.0,,,,,,,,,
New Zealand,57,4829021,18,2022-04-05,730285.0,6948958.0,,,0.931,2.61,,Oceania,0.84,404.0,,0.0005532086788034808,3.0,3686000.0,2020-02-29,-40.900557,174.885971,2020-03-25,Full,41005.42087,8.88,
North Macedonia,58,2083359,83,2022-06-10,312538.0,2065025.0,13.5,5.0,0.774,4.28,,Europe,0.89,9316.0,0.0518,0.029807575398831502,,707000.0,2020-02-27,41.6086,21.7453,2020-03-18,Full,16358.66205,7.34,
Norway,59,5428594,15,2022-02-02,827585.0,10209733.0,1.3,0.2,0.957,3.6,,Europe,0.54,1467.0,0.103,0.001772627585081895,3.0,5688000.0,2020-02-27,60.472024,8.468946,2020-03-12,Full,65510.58527,8.44,
Palau,60,18109,39,2022-02-08,2843.0,44992.0,6.5,,0.826,4.8,,Oceania,0.55,1.0,0.0125,0.00035174111853675694,2.0,,,,,,,18510.21566,,99.5
Panama,61,4326296,58,2022-01-25,650138.0,5088957.0,2.5,2.2,0.815,2.3,,North America,0.52,7609.0,0.037,0.01170366906718266,2.0,1785000.0,2020-03-11,8.537981,-80.782127,2020-03-25,Full,25553.69671,7.69,95
Poland,62,37839255,124,2022-03-01,5680034.0,34640840.0,5.2,,0.88,6.62,,Europe,0.34,111586.0,0.0332,0.019645304940076064,3.0,19622000.0,2020-03-05,51.919438,19.145136,2020-03-12,Full,31336.6035,7.78,99.8
Portugal,63,10191409,111,2022-01-06,1539050.0,28074538.0,1.9,0.5,0.864,3.39,,Europe,0.61,19054.0,0.1131,0.012380364510574705,3.0,16186000.0,2020-03-03,39.399872,-8.224454,2020-03-18,Full,33415.4379,8.27,95.4
Romania,64,19214608,84,2022-04-18,2882590.0,,,5.7,0.828,6.892,,Europe,0.0,65340.0,,0.022667115337248793,3.0,11720000.0,2020-02-27,45.943161,24.96676,2020-03-25,Full,28206.35705,8.11,98.8
San Marino,65,33944,566,2021-06-28,5092.0,,,,,3.8,,Europe,0.13,90.0,,0.01767478397486253,3.0,84000.0,2020-02-28,43.94236,12.457777,2020-03-09,Full,63037.12578,,
Serbia,66,8731081,100,2022-01-04,1310845.0,7297175.0,1.7,,0.806,5.609,97.719,Europe,0.58,12806.0,0.0359,0.00976927096643768,,1711000.0,2020-03-07,44.016521,21.005859,2020-03-15,Full,17434.91613,7.3,98.1
Seychelles,67,98453,214,2021-06-24,14953.0,,,1.1,0.796,3.6,,Africa,0.86,55.0,,0.0036781916672239683,2.0,362000.0,2020-03-15,-4.679574,55.491977,2020-04-09,Full,30557.07572,7.16,95.2
Singapore,68,5858322,8358,2022-03-09,885593.0,,5.8,,0.938,2.4,,Asia,0.7,1110.0,0.0533,0.0012533974410366838,2.0,14673000.0,2020-01-24,1.352083,103.819836,2020-03-26,Partial,101531.6302,8.11,96.8
Slovakia,69,5460109,114,2021-10-09,820303.0,42287791.0,2.9,0.7,0.86,5.82,,Europe,0.56,12729.0,0.052,0.015517436849554372,3.0,14000.0,2020-03-07,48.669026,19.699024,2020-03-09,Full,,,99.6
Slovenia,70,2078989,103,2021-10-20,312316.0,1671083.0,1.3,,0.917,4.5,,Europe,0.5,4654.0,0.05,0.014901574046798755,3.0,4425000.0,2020-03-06,46.151241,14.995463,2020-03-11,Full,38048.78466,7.97,99.7
South Korea,71,51276977,527,2022-03-16,8250592.0,79300065.0,1.5,0.2,0.916,12.27,,Asia,0.52,11481.0,0.0656,0.0013915365103498029,,,,,,,,,,
Spain,72,46757980,94,2022-01-07,7164906.0,75609721.0,2.5,1.0,0.904,2.97,,Europe,0.7,89934.0,0.164,0.012552013941285483,3.0,82773000.0,2020-02-02,40.463667,-3.74922,2020-03-14,Full,39715.43906,8.12,98.1
Sweden,73,10110233,25,2022-01-13,1534797.0,15982752.0,1.3,0.5,0.945,2.22,,Europe,0.43,15482.0,0.0,0.010087327509761877,3.0,7440000.0,2020-02-01,60.128161,18.643501,,,53208.88436,8.5,
Switzerland,74,8665615,219,2021-12-30,1313628.0,14305607.0,1.9,,0.955,4.53,,Europe,0.53,12206.0,0.136,0.009291823864899348,3.0,10362000.0,2020-02-26,46.818188,8.227512,2020-03-18,Full,68060.94105,8.82,
Taiwan,75,23824369,673,2022-06-25,3573703.0,,,,,,,Asia,0.85,6120.0,,0.001712509405510195,2.0,,,,,,,,8.4,
Turkey,76,84495243,110,2022-02-11,12748341.0,136514340.0,4.4,0.2,0.82,2.81,,Asia,-0.1,89994.0,0.0077,0.007059271476971003,3.0,45768000.0,2020-03-12,38.963745,35.243322,2020-03-23,Full,28068.85941,6.21,95
United Kingdom,77,67948282,281,2021-11-29,10206732.0,348558451.0,8.4,0.2,0.932,2.54,,Europe,0.7,144913.0,0.032,0.01419778632377141,3.0,36316000.0,2020-02-01,55.378051,-3.435973,2020-03-23,Full,45973.5735,8.47,
United States,78,331341050,36,2021-12-09,49705307.0,687235183.0,3.4,1.2,0.926,2.77,,North America,0.52,797075.0,0.021,0.016036014021601354,3.0,79745920.0,2020-03-10,37.09024,-95.712891,2020-03-23,Partial,62794.58565,8.46,
Uruguay,79,3475842,20,2022-01-18,531452.0,4863340.0,2.4,0.1,0.817,2.8,,South America,0.2,6253.0,0.0836,0.011765879138661629,3.0,3469000.0,2020-03-15,-32.522779,-55.765835,2020-03-16,Full,23572.17746,7.74,98.4
