Country,index,Population,Density,Date to reach 1%,total_cases,total_tests,tests_per_case,extreme_poverty,human_development_index,hospital_beds_per_thousand,handwashing_facilities,continent,reproduction_rate,total_deaths,positive_rate,mortality_rate,Climate,Tourism,Date_FirstConfirmedCase,Latitude,Longtitude,Lockdown_Date,Lockdown_Type,GDP 2018,HF score 2017,literacy rate
Liechtenstein,26,38147,238,2020-12-24,1920.0,19807.0,5.1,,0.919,2.397,,Europe,0.25,30.0,0.006,0.015625,4.0,85300,2020-03-05,47.166,9.555373,,,,,
Lithuania,27,2715340,43,2020-12-30,139487.0,1629370.0,3.9,0.7,0.882,6.56,,Europe,0.46,1740.0,0.008,0.012474280757346563,,2825000,2020-02-29,55.169438,23.881275,2020-03-16,Full,35461.3591,8.32,99.8
Luxembourg,28,627704,242,2020-11-24,31484.0,1307091.0,16.9,0.2,0.916,4.51,,Europe,0.53,283.0,0.002,0.00898869266929234,3.0,1018000,2020-03-01,49.815273,6.129583,2020-03-16,Full,113337.4205,8.56,
Maldives,29,542151,1802,2021-04-23,27403.0,713621.0,3.2,,0.74,,95.803,Asia,0.57,71.0,0.041,0.002590957194467759,2.0,1484000,2020-03-09,3.202778,73.22068,2020-03-11,Full,15307.72194,,99.3
Malta,30,441750,1380,2021-02-27,22219.0,695192.0,13.0,0.2,0.895,4.485,,Europe,0.38,313.0,0.001,0.014087042621180072,3.0,2599000,2020-03-08,35.937496,14.375416,2020-03-12,Full,42581.09786,8.37,94.1
Moldova,31,4032294,123,2021-03-12,201909.0,1057234.0,35.7,0.2,0.75,5.8,86.979,Europe,0.57,4258.0,0.009,0.021088708279472436,3.0,160000,2020-03-09,47.411631,28.369885,2020-03-11,Full,7271.641919,6.93,99.4
Monaco,32,39290,26337,2021-03-01,1965.0,,,,,13.8,,Europe,0.59,24.0,,0.012213740458015267,,347000,2020-03-01,43.750298,7.412841,2020-03-17,Full,,,
Montenegro,33,628080,47,2020-11-23,31618.0,,,1.0,0.829,3.861,,Europe,0.62,444.0,,0.014042633942690872,,2077000,2020-03-18,42.708678,19.37439,2020-03-24,Full,20689.98675,7.43,98.7
Netherlands,34,17141544,508,2021-01-07,862805.0,5592879.0,8.3,,0.944,3.32,,Europe,0.59,12182.0,0.031,0.014119065142181605,3.0,18780000,2020-02-28,52.132633,5.291266,2020-03-24,Full,56328.94114,8.5,
North Macedonia,35,2083359,83,2021-03-03,104548.0,533164.0,3.2,5.0,0.774,4.28,,Europe,0.43,3156.0,0.003,0.030187091096912422,,707000,2020-02-27,41.6086,21.7453,2020-03-18,Full,16358.66205,7.34,
Oman,36,5128058,16,2021-06-24,256542.0,,,,0.813,1.6,97.4,Asia,,2848.0,,0.011101496051328827,1.0,2301000,2020-02-25,21.512583,55.923255,2020-03-29,Partial,41859.93448,5.98,94.8
Panama,37,4326296,58,2020-12-22,217202.0,1186950.0,3.6,2.2,0.815,2.3,,North America,0.71,3632.0,0.036,0.01672176130974853,2.0,1785000,2020-03-11,8.537981,-80.782127,2020-03-25,Full,25553.69671,7.69,95
Paraguay,38,7147553,18,2021-06-01,358244.0,1301465.0,2.8,1.7,0.728,1.3,79.602,South America,0.79,9293.0,0.234,0.025940420495528187,2.0,1181000,2020-03-09,-23.442503,-58.443832,2020-03-15,Partial,13599.92656,6.9,95.6
Peru,39,33050211,26,2021-04-12,1653320.0,3406950.0,6.1,3.5,0.777,1.6,,South America,0.97,152789.0,0.078,0.09241344688263615,1.0,4419000,2020-03-07,-9.189967,-75.015152,2020-03-10,Full,14418.07067,7.55,94.5
Poland,40,37839255,124,2021-03-14,1906632.0,10364307.0,3.1,,0.88,6.62,,Europe,0.44,47178.0,0.003,0.024744156187455155,3.0,19622000,2020-03-05,51.919438,19.145136,2020-03-12,Full,31336.6035,7.78,99.8
Portugal,41,10191409,111,2021-01-14,517806.0,6310668.0,4.9,0.5,0.864,3.39,,Europe,0.47,8384.0,0.007,0.016191392143003365,3.0,16186000,2020-03-03,39.399872,-8.224454,2020-03-18,Full,33415.4379,8.27,95.4
Qatar,42,2889284,248,2021-01-04,144644.0,1257197.0,5.5,,0.848,1.2,,Asia,0.6,245.0,0.028,0.0016938137772738585,1.0,1819300,2020-03-01,25.354826,51.183884,2020-03-11,Full,126898.4259,6.15,97.8
Romania,43,19214608,84,2021-04-02,964726.0,6773863.0,4.3,5.7,0.828,6.892,,Europe,0.5,23819.0,0.004,0.0246899119542751,3.0,11720000,2020-02-27,45.943161,24.96676,2020-03-25,Full,28206.35705,8.11,98.8
San Marino,44,33944,566,2020-12-03,1714.0,,,,,3.8,,Europe,0.05,46.0,,0.026837806301050177,3.0,84000,2020-02-28,43.94236,12.457777,2020-03-09,Full,63037.12578,,
Serbia,45,8731081,100,2021-02-21,436640.0,2846122.0,2.9,,0.806,5.609,97.719,Europe,0.58,4337.0,0.012,0.009932667643825577,,1711000,2020-03-07,44.016521,21.005859,2020-03-15,Full,17434.91613,7.3,98.1
Seychelles,46,98453,214,2021-04-19,4976.0,,,1.1,0.796,3.6,,Africa,1.12,25.0,,0.00502411575562701,2.0,362000,2020-03-15,-4.679574,55.491977,2020-04-09,Full,30557.07572,7.16,95.2
Slovakia,47,5460109,114,2021-02-12,273904.0,10772639.0,52.6,0.7,0.86,5.82,,Europe,0.66,5733.0,0.002,0.020930691045037676,3.0,14000,2020-03-07,48.669026,19.699024,2020-03-09,Full,,,99.6
Slovenia,48,2078989,103,2020-12-19,105013.0,626786.0,3.1,,0.917,4.5,,Europe,0.56,2314.0,0.027,0.022035367049793836,3.0,4425000,2020-03-06,46.151241,14.995463,2020-03-11,Full,38048.78466,7.97,99.7
Spain,49,46757980,94,2021-01-19,2370742.0,26470569.0,6.6,1.0,0.904,2.97,,Europe,0.67,54173.0,0.038,0.022850651821244152,3.0,82773000,2020-02-02,40.463667,-3.74922,2020-03-14,Full,39715.43906,8.12,98.1
Palestine,50,5121112,847,2021-04-06,256461.0,,3.4,1.0,0.708,,,Asia,0.45,2735.0,0.04,0.010664389517314523,3.0,606000,2020-03-06,31.9466,35.3027,2020-04-09,Full,,,
Sweden,51,10110233,25,2021-01-12,506866.0,,5.0,0.5,0.945,2.22,,Europe,0.44,9433.0,0.006,0.018610441418441957,3.0,7440000,2020-02-01,60.128161,18.643501,,,53208.88436,8.5,
Switzerland,52,8665615,219,2020-12-28,438284.0,3207120.0,6.0,,0.955,4.53,,Europe,0.53,7362.0,0.008,0.016797327760082505,3.0,10362000,2020-02-26,46.818188,8.227512,2020-03-18,Full,68060.94105,8.82,
Turkey,53,84495243,110,2021-04-18,4268447.0,43768759.0,5.2,0.2,0.82,2.81,,Asia,0.53,35926.0,0.025,0.008416644273666746,3.0,45768000,2020-03-12,38.963745,35.243322,2020-03-23,Full,28068.85941,6.21,95
Ukraine,54,43686577,75,2021-05-12,2185088.0,9721036.0,5.0,0.1,0.779,8.8,,Europe,0.65,48908.0,0.045,0.022382622576298986,3.0,14104000,2020-03-04,48.379433,31.16558,2020-03-17,Full,9249.462135,6.26,99.8
United Arab Emirates,55,9910892,118,2021-04-18,497154.0,41821180.0,97.7,,0.89,1.2,,Asia,0.9,1554.0,0.006,0.003125792008110163,1.0,21286000,2020-01-30,23.424076,53.847818,2020-03-24,Full,75075.25741,6.13,93.8
United Kingdom,56,67948282,281,2021-01-17,3405744.0,61774304.0,12.4,0.2,0.932,2.54,,Europe,0.68,89429.0,0.002,0.02625828600153153,3.0,36316000,2020-02-01,55.378051,-3.435973,2020-03-23,Full,45973.5735,8.47,
United States,57,331341050,36,2020-12-14,16628168.0,228466167.0,6.8,1.2,0.926,2.77,,North America,0.71,305299.0,0.018,0.018360350941847594,3.0,79745920,2020-03-10,37.09024,-95.712891,2020-03-23,Partial,62794.58565,8.46,
Uruguay,58,3475842,20,2021-04-22,175891.0,1720603.0,4.3,0.1,0.817,2.8,,South America,0.8,2160.0,0.121,0.012280332706050907,3.0,3469000,2020-03-15,-32.522779,-55.765835,2020-03-16,Full,23572.17746,7.74,98.4
